,lemma,Polarity
8582,poco_amable,-0.812
8583,poco_apetitoso,-0.625
8584,poco_atento,-0.875
8585,poco_cariñoso,-0.5
8586,poco_convencido,-0.25
8587,poco_convincente,-0.25
8588,poco_creativa,-0.75
8589,poco_creativo,-0.75
8590,poco_dispuesto,-0.5
8591,poco_elástico,-0.625
8592,poco_erudito,-0.625
8593,poco_escrupulosamente,-0.625
8594,poco_estimulante,-0.5
8595,poco_excitable,-0.5
8596,poco_excitante,-0.5
8597,poco_familiar,-0.375
8598,poco_favorable,-0.75
8599,poco_femenino,-0.5
8600,poco_fiable,-0.75
8601,poco_gentil,-0.875
8602,poco_halagador,-0.625
8603,poco_ilustrado,-0.625
8604,poco_influyente,-0.375
8605,poco_naturalmente,-0.5
8606,poco_ortodoxo,-0.5
8607,poco_pacífico,-0.75
8608,poco_realista,-0.375
8609,poco_receptivo,-0.625
8610,poco_reservado,-0.375
8611,poco_retórico,0.25
8612,poco_saludable,-0.5
8613,poco_servicial,-0.875
8614,poco_simpatizante,-0.5
8615,poco_solidario,-0.5
8616,poder_de_resolución,0.25
8617,poderoso,0.25
8618,poderío,0.25
8619,podrido,-0.375
8620,podólogo,0.25
8621,poema_sinfónico,0.25
8622,poeta_elegíaco,-0.5
8623,polaroid,0.25
8624,polemizar,-0.312
8625,poli,-0.25
8626,policia_montado,-0.25
8627,policía,-0.292
8628,policía_montada_de_Canadá,-0.25
8629,policía_secreta,-0.375
8630,polifacético,0.75
8631,polimiositis,-0.375
8632,polisilábico,0.25
8633,polisílabo,0.25
8634,polisíndeton,0.25
8635,poliuria,-0.375
8636,polizonte,-0.25
8637,polizón,0.375
8638,pollino,-0.375
8639,poltergeist,-0.5
8640,poltrona,0.25
8641,polvorilla,-0.375
8642,polémica,-0.25
8643,política_arriesgada,-0.25
8644,política_de_agresión,-0.25
8645,política_de_espera,0.25
8646,política_de_la_cuerda_floja,-0.25
8647,política_del_borde_del_abismo,-0.25
8648,político_estafador,-0.25
8649,pomposidad,-0.458
8650,pompón,-0.25
8651,ponderable,0.375
8652,poner_a_punto,0.25
8653,poner_a_salvo,0.5
8654,poner_asientos,0.375
8655,poner_atención,0.25
8656,poner_en_marcha,0.25
8657,poner_en_movimiento,0.375
8658,poner_en_peligro,-0.25
8659,poner_en_tela_de_juicio,-0.25
8660,poner_en_un_aprieto,-0.437
8661,poner_los_cuernos,-0.875
8662,poner_objecciones,-0.375
8663,poner_ramplón,0.25
8664,poner_terraza,0.25
8665,poner_un_burlete,0.25
8666,poner_verde,-0.75
8667,ponerse_bien,0.5
8668,ponerse_de_acuerdo,0.25
8669,ponerse_de_moda,0.25
8670,ponerse_tenso,-0.5
8671,ponerse_áspero,-0.375
8672,ponzoña,-0.375
8673,pop,0.375
8674,popover,0.25
8675,populacho,-0.375
8676,popular,0.375
8677,popularidad,0.625
8678,popularismo,-0.25
8679,popularización,0.375
8680,populismo,0.25
8681,populista,0.25
8682,por_accidente,-0.5
8683,por_ahora,-0.5
8684,por_azar,-0.5
8685,por_cierto,0.25
8686,por_derecho,0.25
8687,por_el_momento,-0.312
8688,porcelana,0.25
8689,porcelana_china,0.313
8690,porcelana_fina,0.25
8691,porfiria,-0.375
8692,pormenor,0.25
8693,pormenorizado,0.5
8694,pornográfico,0.5
8695,portaligas,-0.25
8696,portento,0.25
8697,portentoso,-0.25
8698,posesión_ilegal,0.375
8699,poseso,-0.25
8700,poseído,-0.25
8701,posible,0.25
8702,posición_estratégica,0.25
8703,posición_militar,0.25
8704,positivista,0.375
8705,positivo,0.594
8706,posmodernismo,0.25
8707,posse_comitatus,-0.5
8708,postillón,-0.25
8709,postoperatorio,0.25
8710,postor,0.25
8711,postrado,-0.25
8712,postratamiento,0.25
8713,postrimería,-0.375
8714,postulación,-0.25
8715,potable,0.313
8716,potencia,0.333
8717,potenciar,0.375
8718,pozo_de_gas,0.25
8719,pozo_surtido,0.25
8720,practicable,0.625
8721,practicamente,-0.25
8722,practicante,0.25
8723,practicar_esgrima,-0.25
8724,practicidad,0.25
8725,pragmatismo,0.375
8726,pragmático,0.292
8727,preaviso,-0.25
8728,precariedad,-0.562
8729,precaución,0.583
8730,precautorio,-0.25
8731,precavido,0.5
8732,preciarse,0.375
8733,precinto,0.25
8734,precioso,0.675
8735,preciosura,0.5
8736,precipitante,0.25
8737,precisión,0.406
8738,preciso,0.641
8739,precocinado,0.625
8740,precognición,0.25
8741,preconcertado,0.375
8742,preconizar,0.313
8743,precoz,0.25
8744,predecible,0.25
8745,predestinado,0.25
8746,predeterminado,0.25
8747,predigerido,0.375
8748,predilección,0.375
8749,predilecto,0.4065
8750,predispuesto,0.375
8751,prednisolona,0.25
8752,predominancia,0.25
8753,predominante,0.375
8754,predominar,0.25
8755,preeclampsia,-0.25
8756,preeminencia,0.438
8757,preeminente,0.5
8758,preestreno,0.25
8759,prefabricado,0.375
8760,preferencia,0.281
8761,preferente,0.875
8762,preferible,0.625
8763,preferido,0.4065
8764,preguerra,0.25
8765,pregunta_difícil,-0.25
8766,prejuzgado,0.375
8767,prejuzgar,-0.25
8768,preliterario,0.375
8769,premeditado,0.417
8770,premiar,0.5
8771,prenatal,0.25
8772,prenda_de_vestir,-0.25
8773,prenderse,-0.25
8774,prendimiento,-0.25
8775,prensil,0.25
8776,preocupado,-0.292
8777,preocupante,-0.25
8778,preordenar,0.25
8779,preparado,0.531
8780,preponderante,0.625
8781,prerrequisito,-0.25
8782,presagiado,-0.375
8783,presagio_negativo,-0.625
8784,presbicia,-0.25
8785,presciente,0.625
8786,prescindencia,0.25
8787,prescindir_de,0.25
8788,presentable,0.875
8789,presentación_publica,0.25
8790,presentar_una_coartada,0.25
8791,presente,0.25
8792,preservable,0.625
8793,preservado,0.5
8794,preservativo,0.25
8795,presión_osmótica,0.25
8796,preso_político,0.25
8797,prestaciones,0.375
8798,prestar_atención,0.25
8799,prestar_oído,0.25
8800,prestarse,0.375
8801,prestatario,0.25
8802,presteza,0.25
8803,prestigio,0.25
8804,prestigioso,0.688
8805,presto,0.313
8806,presumible,0.375
8807,presumido,0.25
8808,presunto,0.3
8809,presuntuoso,-0.375
8810,pretencioso,-0.312
8811,pretender,-0.312
8812,prevalecer,0.344
8813,prevaricación,-0.5
8814,prevención,0.5
8815,prevenible,0.25
8816,prevenido,0.375
8817,preventivo,0.25
8818,previsible,0.375
8819,previsor,0.542
8820,priapismo,-0.375
8821,primera_división,0.375
8822,primeros_auxilios,0.375
8823,primerísima_calidad,0.375
8824,primitivismo,-0.312
8825,primogénito,-0.25
8826,primor,0.375
8827,principal,0.389
8828,principesco,0.375
8829,principiante,-0.625
8830,principio_del_placer,0.375
8831,principios,0.25
8832,priora,0.375
8833,prisionero,0.375
8834,privado,0.2815
8835,privilegiado,0.688
8836,privilegiar,0.375
8837,probabilidad,0.25
8838,probable,0.438
8839,probado,0.542
8840,probidad,0.25
8841,problema,-0.437
8842,problema_de_salud,-0.625
8843,problema_difícil,-0.25
8844,problemas_de_oído,-0.25
8845,problemas_de_visión,-0.25
8846,procacidad,-0.437
8847,procedencia,0.688
8848,procesado,0.438
8849,proceso_de_representación,0.25
8850,proceso_geológico,0.25
8851,proclamado,0.25
8852,procrastinar,0.25
8853,procreación,0.25
8854,procreador,0.375
8855,proctalgia,-0.375
8856,procurarse,-0.25
8857,prodigar,-0.25
8858,prodigio,0.438
8859,prodigioso,0.375
8860,prodrómico,-0.5
8861,producción_artística,0.375
8862,producción_insuficiente,-0.5
8863,producir_una_conmoción_cerebral,-0.25
8864,productividad,0.25
8865,productivo,0.521
8866,producto_de_belleza,0.25
8867,producto_farmacéutico,0.25
8868,producto_perecedero,-0.25
8869,productor,0.625
8870,profanado,-0.75
8871,profanidad,-0.5
8872,profano,-0.437
8873,profecía,0.313
8874,proferir,-0.25
8875,profesionalidad,0.25
8876,profesionalismo,0.25
8877,profesión,0.275
8878,profesor_agregado,-0.5
8879,profesor_asociado,-0.375
8880,proficiente,0.375
8881,profiláctico,0.542
8882,profundizable,0.5
8883,profundo,0.292
8884,profusión,0.438
8885,profuso,0.5
8886,profético,-0.375
8887,prognato,-0.625
8888,programa_de_educación,0.375
8889,programa_de_instrucción,0.25
8890,programa_de_lectura,0.25
8891,programa_de_rehabilitación,0.5
8892,programa_de_servicio,0.25
8893,programa_educativo,0.375
8894,programa_pedagógico,0.375
8895,programa_vocacional,0.25
8896,progresar,0.688
8897,progresismo,0.25
8898,progresista,0.4065
8899,progresividad,0.25
8900,progresivo,0.25
8901,progreso,0.25
8902,prohibidor,-0.625
8903,proliferación,0.281
8904,proliferar,0.333
8905,prolijidad,-0.25
8906,prolijo,0.25
8907,prolongado,0.375
8908,prolífero,0.563
8909,prolífico,0.563
8910,prometedor,0.875
8911,prometer,0.313
8912,prometerse,0.375
8913,prometido,0.5
8914,promiscuo,-0.375
8915,promover,0.583
8916,promulgado,0.25
8917,pronación,0.25
8918,pronombre_personal,0.375
8919,pronto,0.0625
8920,pronunciable,0.375
8921,pronunciación_anómala,-0.375
8922,pronunciación_incorrecta,-0.375
8923,pronóstico_médico,-0.5
8924,propensión,0.25
8925,propiciación,0.5
8926,propiciador,0.625
8927,propiciatoriedad,0.5
8928,propiciatorio,-0.25
8929,propicio,0.563
8930,propio,0.25
8931,propiocepción,0.25
8932,proporcionable,0.25
8933,proporcionado,0.35
8934,propuesta_de_matrimonio,0.25
8935,proscribir,-0.375
8936,proscrito,-0.375
8937,proselitismo,0.25
8938,prospectar,0.25
8939,prosperar,0.813
8940,prosperidad,1.0
8941,prostatitis,-0.25
8942,prostitución,0.25
8943,protagonismo,0.5
8944,protanopía,0.25
8945,proteccionista,0.625
8946,protector,0.438
8947,protector_del_brazo,-0.25
8948,protector_del_cuello,-0.25
8949,protegerse,-0.312
8950,protegido,0.25
8951,proteico,0.25
8952,proteinuria,-0.5
8953,protesta,-0.26
8954,protestación,-0.25
8955,protestatario,-1.0
8956,protestativo,-1.0
8957,protogeométrico,0.25
8958,prototipo,0.25
8959,provecho,0.328
8960,provechoso,0.417
8961,proveer_de_personal,0.375
8962,proverbio,0.25
8963,providencial,0.417
8964,provincianismo,-0.625
8965,provisionalmente,-0.5
8966,provisto_de_continajes,0.25
8967,provisto_de_cortinajes,0.25
8968,provisto_de_fondos,0.25
8969,provocado,-0.75
8970,proxémica,0.25
8971,prudencial,0.5
8972,prudente,0.578
8973,prueba_de_Schick,-0.25
8974,prueba_de_fuego,-0.25
8975,prueba_de_schick,-0.25
8976,prueba_decisiva,-0.25
8977,pruebas_circunstanciales,0.375
8978,práctico,0.521
8979,príncipe_de_las_tinieblas,-0.437
8980,prístino,0.313
8981,pródromo,-0.375
8982,próspero,0.7
8983,próstilo,0.375
8984,pseudoalucinación,-0.25
8985,pseudofloema,-0.25
8986,pseudohermafrodita,0.25
8987,psicoactivo,0.25
8988,psicología_aplicada,0.25
8989,psicología_clínica,-0.25
8990,psicología_industrial,0.25
8991,psiconeurosis,-0.375
8992,psicopatología,-0.5
8993,psicopatológico,-0.875
8994,psicopático,-0.875
8995,psicosis,-0.375
8996,psicosis_de_angustia,-0.25
8997,psicosis_maniacodepresiva,-0.375
8998,psicosomático,-0.375
8999,psicoterapeuta,-0.25
9000,psicoterapéutico,0.313
9001,psicópata,-0.375
9002,psicótico,-0.375
9003,psilotales,-0.375
9004,psilotáceas,-0.25
9005,psiquiatría,-0.25
9006,psitacosis,-0.25
9007,psocópteros,-0.25
9008,psoriasis,-0.375
9009,pteridosperma,-0.25
9010,ptosis,-0.25
9011,pudibundez,-0.25
9012,pudiente,0.5
9013,pudrir,-0.375
9014,pueblerino,0.375
9015,puente_peatonal,0.25
9016,puente_voladizo,0.25
9017,puericultura,0.375
9018,puerta_abierta,0.25
9019,puertaventana,0.25
9020,puerto_de_montaña,-0.25
9021,puesta_en_práctica,-0.375
9022,puesto_de_primeros_auxilios,0.25
9023,puesto_de_socorro,0.25
9024,pugilismo,-0.25
9025,pugnacidad,-0.312
9026,pugnar,-0.312
9027,pujante,0.75
9028,pulcro,0.375
9029,pulidez,0.25
9030,pulimento,0.25
9031,pulimiento,0.375
9032,pulir,0.417
9033,pulmotor,-0.25
9034,pulmón_de_acero,-0.25
9035,pulsar,-0.25
9036,pulsera,-0.375
9037,pulverización_catódica,-0.375
9038,pulverulento,0.25
9039,punch,-0.5
9040,punchar,-0.25
9041,punible,-0.5
9042,punitivo,-0.5
9043,punta_de_alfiler,0.25
9044,punta_del_alfiler,0.25
9045,punteado,0.25
9046,puntería,0.5
9047,puntilloso,0.281
9048,punto_celeste,0.25
9049,punto_cúlmine,0.25
9050,punto_de_encuentro,0.25
9051,punto_de_golpe,-0.25
9052,punto_de_intersección,0.25
9053,punto_destacado,0.25
9054,punto_débil,-0.5
9055,punto_final,0.25
9056,punto_flaco,-1.0
9057,punto_fuerte,0.875
9058,punto_geográfico,0.25
9059,punto_muerto,-0.25
9060,punto_álgido,-0.375
9061,puntualidad,0.375
9062,punzada,-0.312
9063,punzar,-0.375
9064,purificado,0.563
9065,puritano,0.25
9066,puro,0.409
9067,puro_cuento,-0.25
9068,puro_talento,0.25
9069,purulento,0.375
9070,pusilanimidad,-0.625
9071,pusilánime,-0.375
9072,putada,-0.875
9073,putativo,0.375
9074,putería,-1.0
9075,puto,-0.375
9076,putrescencia,-0.25
9077,putrescible,-0.875
9078,putrescina,-0.25
9079,puzzle,0.25
9080,puñetazo,-0.5
9081,puñetazos,-0.312
9082,puñete,-0.5
9083,puñetero,-0.5
9084,pythium_debaryanum,-0.25
9085,pájara,-0.5
9086,pájaro_cantor,0.25
9087,pájaro_pelágico,0.25
9088,pájaro_raro,-0.375
9089,pánico,-0.292
9090,párpado,0.25
9091,pélvico,-0.25
9092,pérdida_auditiva,-0.75
9093,pérdida_auditiva_sensorineural,-0.375
9094,pérdida_de_memoria,-0.25
9095,pérdida_del_autocontrol,-0.5
9096,pérdida_del_conocimiento,-0.25
9097,pérdidas,0.25
9098,pérfido,-0.25
9099,pésame,-0.875
9100,pícara,-0.5
9101,pícaro,-0.292
9102,pío,0.5
9103,póliza_abierta,-0.25
9104,póliza_flotante,-0.25
9105,público,0.438
9106,pútrido,-0.375
9107,quark,0.25
9108,que_suaviza,-0.375
9109,que_zumba,-0.375
9110,quebradero,-0.5
9111,quebradero_de_cabeza,-0.5
9112,quebradizo,-0.375
9113,quebrantar,-0.375
9114,quebrarse,-0.312
9115,quedar_pasmado,0.375
9116,quedarse_en_blanco,-0.25
9117,queer,-0.375
9118,quehacer,-0.312
9119,queja,-0.321
9120,queja_constante,-0.5
9121,quejarse,-0.417
9122,quejica,-0.5
9123,quejicoso,-0.5
9124,quejido,-0.625
9125,quejosamente,-0.5
9126,quejumbre,-0.5
9127,quejumbridad,-0.375
9128,quejumbroso,-0.625
9129,quemadura,-0.292
9130,quemadura_de_segundo_grado,-0.5
9131,quemazón,-0.281
9132,queratalgia,-0.5
9133,queratitis,-0.375
9134,queratocono,-0.25
9135,querella,-0.344
9136,querencia,-0.5
9137,querido,0.625
9138,querubín,0.25
9139,querúbico,1.0
9140,queso_rallado,-0.375
9141,queso_suizo,-0.25
9142,quid,0.25
9143,quididad,0.25
9144,quijote,-0.25
9145,quijotería,-0.25
9146,quijotesco,-0.5
9147,quijotismo,-0.25
9148,quiltro,-0.312
9149,quimono,-0.25
9150,quinacrina,0.25
9151,quinceañero,0.25
9152,quincenal,0.375
9153,quinidina,0.25
9154,quinina,-0.25
9155,quinquefoliado,-0.25
9156,quinqui,-0.25
9157,quirúrgico,0.375
9158,quitapiedras,0.25
9159,quitar_de_enmedio,-1.0
9160,quitarse_de_encima,-0.25
9161,qué_lástima,-0.75
9162,qì,0.375
9163,rabia,-0.271
9164,rabiar,-0.417
9165,rabicorto,-0.25
9166,rabieta,-0.625
9167,rabioso,-0.292
9168,rabona,-0.25
9169,racaneo,-0.25
9170,racanería,-0.25
9171,racemoso,0.375
9172,racheado,-0.312
9173,rachear,-0.625
9174,racimado,0.25
9175,racional,0.604
9176,racionalidad,0.5
9177,racionalista,0.375
9178,racionalización,0.25
9179,racista,0.3125
9180,radiactivo,0.25
9181,radiante,0.333
9182,radioactivo,0.25
9183,ragtime,0.25
9184,ramoso,0.25
9185,ramplonería,-0.875
9186,rancidez,-0.375
9187,rancio,-0.458
9188,randa,-0.25
9189,ranger,-0.25
9190,rango_superior,0.25
9191,ranura_de_expansión,0.25
9192,rapaz,-0.25
9193,rapidez_mental,0.375
9194,rapiñar,-0.312
9195,raptar,-0.312
9196,raqueta_de_badminton,0.25
9197,raquitis,-0.312
9198,raquitismo,-0.375
9199,rarito,-0.5
9200,rascada,-0.5
9201,rascadura,-0.5
9202,rascuñado,0.375
9203,rasgado,-0.375
9204,rasguear,0.375
9205,rasgueo,0.375
9206,rasguñado,0.375
9207,rasguño,-0.25
9208,raspado,0.375
9209,rasposo,-0.5
9210,rastafarianismo,0.25
9211,rastrero,0.5
9212,rata,-0.875
9213,ratero,-0.25
9214,ratificación,0.313
9215,ratificado,0.25
9216,ratificar,0.5
9217,ratón_de_biblioteca,0.25
9218,raudo,0.438
9219,rayo-x,-0.375
9220,rayo_beta,-0.25
9221,raza_humana,-0.25
9222,razonabilidad,0.25
9223,razonable,0.625
9224,razonado,0.333
9225,razonamiento,0.25
9226,razón_social,0.25
9227,raído,-0.325
9228,raíz_rosada,-0.25
9229,reaccionario,0.25
9230,reacción_fisiológica,-0.25
9231,reactivado,0.375
9232,readmisión,0.25
9233,reafirmación,0.25
9234,reajustarse,0.25
9235,realizable,0.5
9236,realpolitik,0.25
9237,realzado,0.75
9238,reanimado,0.5
9239,reanimar,0.266
9240,reaparecer,-0.25
9241,reargumentar,0.25
9242,reavivado,0.375
9243,rebasar,0.375
9244,rebato,-0.625
9245,reblandecerse,0.25
9246,rebosante,0.313
9247,rebosar,0.25
9248,rebullicio,-0.375
9249,recabar,0.375
9250,recablear,0.25
9251,recalcitrar,-0.625
9252,recalentado,0.25
9253,recargamiento,-0.375
9254,recauchutar,0.25
9255,recaudo,0.375
9256,recelar,-0.25
9257,recelo,-0.25
9258,receloso,-0.25
9259,recepcionar,0.25
9260,recepción_cordial,0.5
9261,recepción_favorable,0.5
9262,receptivo,0.25
9263,receso,-0.312
9264,rechazado,-0.25
9265,rechazar,-0.26
9266,rechifla,-0.375
9267,rechiflar,-0.625
9268,rechino,0.375
9269,rechonchez,0.25
9270,reciclable,0.625
9271,reciedumbre,-0.312
9272,reciente,0.25
9273,recinto_ferial,0.25
9274,recio,0.5
9275,reclamar_legalmente,-0.5
9276,recluido,0.25
9277,recluta_nuevo,-0.375
9278,recochinearse,-0.375
9279,recocina,-0.375
9280,recolección_del_heno,0.25
9281,recomendación,0.275
9282,recomendar,0.375
9283,recompensa_al_mérito,0.375
9284,recompensado,0.25
9285,recompensar,0.25
9286,recomponerse,0.25
9287,reconciliable,0.5
9288,reconciliador,0.625
9289,reconcomerse,-0.25
9290,recondenar,-0.25
9291,reconditez,-0.25
9292,reconfortante,0.375
9293,reconfortar,-0.25
9294,reconocible,0.458
9295,reconocido,0.429
9296,reconocimiento_interescolar,0.25
9297,reconquistar,-0.25
9298,reconstituyente,0.563
9299,reconstructor,0.75
9300,recorrer_mundo,0.25
9301,recortado,0.25
9302,recrear,0.313
9303,recrearse,0.438
9304,recriminable,-1.0
9305,recriminación,-0.375
9306,recriminar,-0.25
9307,recriminatorio,-0.25
9308,rectificable,0.5
9309,rectitud,0.5
9310,recto,0.438
9311,rector,0.375
9312,recubierto,0.5
9313,recular,-0.625
9314,recuperable,0.5
9315,recuperador,-0.25
9316,recuperativo,0.625
9317,recurrente,-0.125
9318,recursos_humanos,-0.25
9319,recursos_laborales,-0.25
9320,recursos_minerales,0.25
9321,recusable,0.25
9322,recusante,-0.25
9323,recíproco,0.25
9324,red_de_seguridad,0.375
9325,redefinir,0.313
9326,redentor,0.375
9327,redimible,0.375
9328,redistribuir,-0.25
9329,redoblante,-0.375
9330,redoble,-0.5
9331,redomado,0.375
9332,reducción_de_precios,-0.5
9333,reducible,0.375
9334,reductible,0.375
9335,reductor,0.375
9336,reelección,-0.25
9337,reemplazable,0.438
9338,reencarnado,0.25
9339,reencauchar,0.25
9340,reencender,-0.25
9341,reencuadernar,0.25
9342,reensamblar,0.25
9343,refacción,0.25
9344,refajo,-0.375
9345,referencia_anatómica,-0.25
9346,referendo,0.375
9347,referéndum,0.375
9348,refinado,0.361
9349,refinamiento,0.4
9350,refinar,0.5
9351,reflectante,0.5
9352,reflejo,-0.25
9353,reflejo_incondicionado,-0.25
9354,reflejo_innato,-0.25
9355,reflejo_instintivo,-0.25
9356,reflexología,0.25
9357,refocilo,-0.5
9358,reformable,0.75
9359,reformación,0.25
9360,reformador_social,0.25
9361,reformatorio,0.375
9362,reformismo,0.25
9363,reformista,0.375
9364,reforzado,0.375
9365,refractivo,0.25
9366,refrendación,0.375
9367,refrendada,0.5
9368,refrendar,0.25
9369,refrescante,0.5
9370,refrescar,0.25
9371,refriega,-0.406
9372,refrigerador,-0.25
9373,refringente,0.25
9374,refrán,0.25
9375,refulgente,0.375
9376,refunfuño,-0.375
9377,refunfuñón,-0.375
9378,refutable,-0.25
9379,regalado,0.25
9380,regalarse,0.25
9381,regalonear,0.375
9382,regañar,-0.75
9383,regañina,-0.562
9384,regaño,-0.562
9385,regañón,-1.0
9386,regenerado,0.375
9387,regenerador,0.375
9388,regenerarse,0.375
9389,regente,0.5
9390,regicidio,-0.25
9391,regio,0.406
9392,regla_de_oro,0.25
9393,reglamentar,-0.25
9394,reglar,0.375
9395,regocijado,0.667
9396,regocijador,0.625
9397,regocijar,0.875
9398,regocijarse,0.313
9399,regocijo,0.25
9400,regodearse,0.313
9401,regodeo,-0.5
9402,regordete,-0.25
9403,regulable,0.5
9404,regulado,0.375
9405,regulador,0.375
9406,regularidad,0.375
9407,regularizar,0.333
9408,regularizarse,0.25
9409,rehabilitación_correccional,-0.25
9410,rehabilitador,0.688
9411,rehabilitar,0.313
9412,reharmonización,0.25
9413,reinante,0.375
9414,reincidente,0.375
9415,reino_de_las_tinieblas,-0.875
9416,reino_monera,-0.5
9417,reintegrarse,-0.25
9418,reir_a_carcajadas,0.25
9419,reiterativo,0.563
9420,reivindicación,-0.375
9421,relacionado,0.25
9422,relacionarse,0.25
9423,relaciones_sexuales,0.25
9424,relación_de_enfermos,-0.375
9425,relación_ligera,0.25
9426,relación_señal/ruido,-0.25
9427,relajante,0.313
9428,relamerse,-0.25
9429,relato_de_aventuras,-0.25
9430,relevar,0.25
9431,relieve_terrestre,-0.25
9432,relinchar,0.25
9433,relinquir,0.375
9434,reloj_de_cuco,0.25
9435,relojería,0.25
9436,reluciente,0.438
9437,relucir,0.275
9438,relumbrante,0.25
9439,relumbrar,0.25
9440,remanente,0.25
9441,rematadora,0.25
9442,remediable,0.25
9443,remediador,0.75
9444,remedio,0.625
9445,rememorar,0.292
9446,remilgado,0.375
9447,remilgo,-0.25
9448,reminiscencia,0.25
9449,reminiscente,0.375
9450,remirado,0.625
9451,remolcador,0.25
9452,remordimiento,-0.333
9453,remota,0.375
9454,remunerado,0.375
9455,remunerar,0.25
9456,remunerativo,0.375
9457,renaciente,0.375
9458,renacimiento_espiritual,0.25
9459,rencor,-0.542
9460,rencoroso,-0.5
9461,rendido,0.5
9462,renegado,-0.271
9463,renguear,-0.375
9464,reniego,-0.625
9465,renombre,0.375
9466,renovable,0.25
9467,renovado,0.375
9468,renquear,-0.375
9469,rentabilidad,0.5
9470,rentable,0.625
9471,rentar,0.25
9472,reología,-0.25
9473,reológico,-0.25
9474,reparable,0.5
9475,reparar,0.292
9476,repartimiento,0.25
9477,repartir_mal,-0.25
9478,repaso,-0.375
9479,repelente,-0.375
9480,repelo,-0.312
9481,repelón,-0.5
9482,repensar,0.25
9483,repetible,0.625
9484,repetidamente,-0.25
9485,repetido,0.25
9486,repipi,-0.375
9487,repique,0.375
9488,replantearse,0.25
9489,replegable,0.5
9490,replegarse,-0.5
9491,repolludo,-0.25
9492,reponerse,0.5
9493,reposabrazos,0.25
9494,reposo,-0.25
9495,reprender,-0.375
9496,reprender_a_gritos,-0.75
9497,reprensible,-1.0
9498,reprensión,-0.5
9499,representable,0.5
9500,representado,0.25
9501,representante,0.5
9502,representante_comercial,0.25
9503,reprimenda,-0.375
9504,reprobación,-0.375
9505,reprobar,-0.375
9506,reprobatorio,-0.333
9507,reprochable,-1.0
9508,reprochar,-0.667
9509,reproche,-0.583
9510,reproductor,0.375
9511,reps,0.25
9512,repuesto,0.375
9513,repugnancia,-0.406
9514,repugnante,-0.422
9515,repugnar,-0.375
9516,repujado,0.375
9517,repulsivo,-0.25
9518,repulsión,-0.458
9519,repunta,-0.375
9520,reputar,0.438
9521,requemarse,-0.25
9522,requerido,0.375
9523,requiescat,-0.5
9524,requisición,0.375
9525,requisito_académico,0.25
9526,requisito_previo,-0.25
9527,requisitoria,-0.25
9528,requisitos_académicos,0.25
9529,res_adjudicata,-0.25
9530,resabio,-0.5
9531,resbaladizo,0.25
9532,resbaloso,0.25
9533,rescatable,0.375
9534,rescindible,0.25
9535,resentido,-0.458
9536,resentimiento,-0.594
9537,resentirse,-0.625
9538,reservable,0.25
9539,reservado,0.375
9540,residente,0.25
9541,residual,0.25
9542,residuo,-0.375
9543,residuo_tóxico,-0.25
9544,residuos,-0.25
9545,resignacion,-0.625
9546,resignarse,-0.25
9547,resituado,0.375
9548,resoluble,0.5
9549,resonancia_nuclear,-0.25
9550,resonante,0.375
9551,respaldado,0.5
9552,respaldar,0.275
9553,respectar,-0.25
9554,respecto,0.25
9555,respetabilidad,0.875
9556,respetable,0.906
9557,respetado,0.875
9558,respetar,0.875
9559,respeto,0.354
9560,respetos,0.375
9561,respetuoso,0.625
9562,respingón,0.5
9563,resplandeciente,0.5
9564,responder_de,0.25
9565,respuesta_evasiva,-0.25
9566,respuesta_habilidosa,0.375
9567,respuesta_refleja,-0.25
9568,restablecido,0.375
9569,restallido,0.25
9570,restos_mortales,-0.25
9571,restrictivo,0.406
9572,restringido,0.25
9573,resueltamente,0.25
9574,resuelto,0.472
9575,resumidamente,0.375
9576,resurgir,-0.25
9577,retaliar,-0.25
9578,retar,-0.406
9579,retardado,0.25
9580,retenido,0.5
9581,retentivo,0.292
9582,reticente,0.313
9583,reticulitermes,-0.25
9584,retiro_de_tropas,-0.375
9585,reto,-0.375
9586,retorcerse,-0.25
9587,retozo,0.25
9588,retozón,0.625
9589,retraerse,-0.25
9590,retraso_mental,-0.875
9591,retratado,0.375
9592,retraído,-0.375
9593,retraïdo,-0.5
9594,retribuido,0.625
9595,retroactivo,0.25
9596,retrogradar,-0.312
9597,retrotaer,0.375
9598,retráctil,0.375
9599,retumbante,0.25
9600,reuma,-0.375
9601,reumatismo,-0.375
9602,reumatismo_articular,-0.375
9603,reumático,-0.375
9604,reutilizable,0.438
9605,revalidar,0.5
9606,revelado,0.375
9607,revelador,0.5
9608,reventarse,-0.292
9609,reverberante,0.313
9610,reverbero,-0.375
9611,reverdecer,0.25
9612,reverdecimiento,0.375
9613,reverencia,0.25
9614,reverendo,0.625
9615,reverente,0.688
9616,reversibilidad,0.25
9617,reversible,0.35
9618,revertido,0.375
9619,revertir,-0.375
9620,revisado,0.25
9621,revitalizado,0.5
9622,revivificar,0.688
9623,revocable,0.375
9624,revocación,-0.333
9625,revoloteo,-0.25
9626,revoltoso,0.063
9627,revolucionario,0.313
9628,revuelco,-0.375
9629,reyerta,-0.375
9630,rezongar,-0.25
9631,reír,0.75
9632,reñir,-0.359
9633,reúma,-0.375
9634,riada,0.25
9635,ribavirina,0.25
9636,riboflavina,-0.375
9637,rickettsia,-0.25
9638,rickettsiosis,-0.25
9639,rico,0.356
9640,rictus,-0.312
